transaction_id,user_id,card_number,amount,timestamp,merchant_id,location,is_fraud
2e6a7dbe-cf91-4762-aa6a-4dbfe78ec29e,1a231f01-f8c3-4c65-bc29-a87fc86a9905,38649454175332,29.37,2025-06-14 20:00:11.631732+00:00,8b829761-bd33-4639-9e0e-65d4fc352f40,East Ashleyborough,0
7ee8b138-67b0-4626-84eb-e060efe5294e,5f2ab86a-b36d-4611-b94c-19962abf4132,379916010197697,9.96,2025-06-14 20:06:29.631732+00:00,c9c14121-900c-4ada-8628-b327b6d85211,Lauraberg,0
d7c3667f-00bc-46c6-b70a-18d1a68ca9bb,beb99797-089e-47e0-b785-111af8806422,4053521377579910,137.4,2025-06-14 20:09:33.631732+00:00,795a34ca-334d-4313-b493-3f78c78a0757,Lake Jamesshire,0
5bdeb935-a9f5-409e-8a53-93ec430b87f3,5b727db0-3fa8-4a08-a443-fc26fde06287,6011583448762632,1706.41,2025-06-14 20:19:40.631732+00:00,5e5b465c-c06c-428a-8f77-3d1d17ca5ccb,Lake Austin,1
47dc7d39-7f47-40ac-8df5-c3be42c703af,15bb23c5-ad0f-4fda-91f1-c8b56f1608bb,5121831173654428,99.71,2025-06-14 20:22:59.631732+00:00,0dcac914-cf84-4d2b-a35d-7c96c95db4b1,Williamston,0
152315c2-b4ca-4f21-901c-87e893f1c295,214f7eb7-34dc-4dc2-a491-aafb8f3a00e3,639094012965,108.07,2025-06-14 20:33:31.631732+00:00,0dcac914-cf84-4d2b-a35d-7c96c95db4b1,South Adriennefurt,0
5b911408-a4bd-4a54-8fae-f2f97d9e9753,d44a0cd1-9649-4c7e-b4a8-eb4b3b8421e4,585484698782,46.52,2025-06-14 20:38:31.631732+00:00,fbdae2da-f6e7-45ec-8805-0695a78021c8,Stevensfurt,0
333fbde3-9cce-4948-be4f-b63dfd98a137,25565578-110d-459f-a3bb-bf1fff869177,4699535008804,126.26,2025-06-14 20:38:44.631732+00:00,5e5b465c-c06c-428a-8f77-3d1d17ca5ccb,East Ashleyborough,0
7f68aaa7-a1d0-4966-a896-7e1ab4835ebf,35414e68-2c48-4584-b43d-4fbe96e19023,3556381530483607,90.06,2025-06-14 20:45:56.631732+00:00,84b7351c-c0fe-4778-95ac-a45631b2d901,Bradleymouth,0
468b9dee-139f-4477-b22d-dbe58ea40a5a,910af98f-a3d0-41fd-80e1-2a6b86581ee5,3568454988265747,15.99,2025-06-14 20:46:57.631732+00:00,9bb93588-fa55-4f6d-ab84-98880af95bb3,West Kathleenchester,0
b66fde66-8ff9-41f7-bbb6-5497344bc95c,7168824d-935d-42c7-9275-1e8fd86676af,4375677251906321743,114.59,2025-06-14 20:58:12.631732+00:00,c089bebb-6f44-4d06-ab85-1c2e617b54fe,West Kathleenchester,0
891cae2e-eb16-4ae8-918d-bcaa1e65e0b1,ffe928d8-cb17-4b0a-bb86-ae6ec50177c4,676281426459,81.54,2025-06-14 21:02:38.631732+00:00,73408890-aab2-44b3-9bb4-eb9312cf89cb,Lake Erica,0
fd116ebf-8389-40cd-8d45-782e02b3f5f4,f7e2b5f7-0815-4485-ba07-401f144bc85a,3556502876529303,9.39,2025-06-14 21:11:59.631732+00:00,0a13d123-2478-4c6c-9de5-b1c0bfd7f797,Walterview,0
e4aa8475-dc3e-4586-bcd1-cd6aac54bc86,b05299f8-43da-4255-9e42-21599d1476ca,2268758544728062,147.6,2025-06-14 21:16:41.631732+00:00,143ccf8e-9965-4850-86bb-55642a436b6b,Phillipsview,0
57ca2213-7e3d-4535-b564-88e4a7455b5f,ec87c299-ca12-4b6b-9367-44f3c7595a1e,4114591194384502,37.93,2025-06-14 21:17:06.631732+00:00,75985b82-2bd2-4e07-ba58-b143bf08e380,West Kathleenchester,0
1a70e9d7-bef3-492c-a3f2-e1bf9e19ea07,18323fcc-8853-4496-940a-a4071cc05ae6,4355592118202695,37.29,2025-06-14 21:17:40.631732+00:00,84b7351c-c0fe-4778-95ac-a45631b2d901,Jonesbury,0
da675761-e81a-4b16-9b1b-e40c38ea7460,25565578-110d-459f-a3bb-bf1fff869177,3562083320090848,44.22,2025-06-14 21:17:42.631732+00:00,ba3456ab-a099-4658-a7f9-262df6c392c5,East Christopherview,0
3780f09c-b6fa-4f9c-98f8-aca171245db2,fdecf793-0f11-48b7-9ac2-b5b5f9f74995,4929839643562,116.36,2025-06-14 21:18:13.631732+00:00,b7246080-1c08-4697-a68f-c183f8195ecb,Smithville,0
afd3f0b2-96b2-460f-9b40-9adbfd10c015,e0e021fe-40d8-4cb3-bc74-fb9ecdfbe6ed,6011620928979763,94.84,2025-06-14 21:24:43.631732+00:00,b3e4f4ff-3185-4ca7-8cee-40aaece9006e,Smithville,0
faeb3b8d-89a4-4300-a0f8-1f0a49dc3ede,4dcd5ad2-0f50-4996-8642-4e2abdd65c28,344513844814977,115.22,2025-06-14 21:51:17.631732+00:00,fbdae2da-f6e7-45ec-8805-0695a78021c8,Lake Christopher,0
a63a4e64-8e8d-412d-b38f-0351ca6c43fe,8acd7687-81ae-4053-876b-276508120375,4287057389338787,23.53,2025-06-14 21:56:35.631732+00:00,b3e4f4ff-3185-4ca7-8cee-40aaece9006e,Garrettborough,0
2b4b731c-d852-4e4a-bc77-1c2ade7b30fa,ecc8b382-275b-4c48-a84b-eee546b495fb,180081026485500,62.22,2025-06-14 22:02:39.631732+00:00,1f54f9ec-6ccf-44a4-96ad-749ed6df5a6a,Lake Christopher,0
a00cb41b-6b9f-4642-9ee0-2025de6884f9,636b1f36-0f9e-4726-af07-7d97c777b573,180019769619901,63.86,2025-06-14 22:03:01.631732+00:00,1584b7b8-64d0-4b62-b7f6-2ac1da059c7e,Williamston,0
03695946-c005-456d-9b7c-4390159a52e4,94e2b02c-40dc-4d9c-a8b6-a12098d38ddc,2718152591683147,89.05,2025-06-14 22:12:09.631732+00:00,917a8924-a14c-4c6b-8185-2fb63091b7ba,Johnhaven,0
b97c0c8f-8b9d-4995-8dac-a64af5108593,d66849cc-582f-43cc-954a-d2a2868c7700,3523668037740020,80.14,2025-06-14 22:12:42.631732+00:00,44968f70-0094-4481-bab3-376669e1e9e6,Hendersonland,0
cc139607-50ef-49c1-b82c-bb249b268fd9,de72195e-caef-4e22-8a8e-8de63b9f9d1a,676204053588,97.77,2025-06-14 22:17:04.631732+00:00,917a8924-a14c-4c6b-8185-2fb63091b7ba,Smithville,0
bfe210a9-0756-4e00-a898-8f1b8cf959d2,9f010e41-d4c8-414d-8f74-99a21c1e4f6b,373364896559548,20.59,2025-06-14 22:22:04.631732+00:00,604489bd-ecba-4221-a903-08279dbbda2d,Bradleymouth,0
9da9d24e-794e-4f03-9a6c-582d09921316,ab019341-5d3b-4ae2-b785-840e83babc57,676266673026,126.28,2025-06-14 22:26:33.631732+00:00,604489bd-ecba-4221-a903-08279dbbda2d,Smithville,0
09008bea-10a9-4626-b29b-60130243fdd8,b8aefae9-7514-482a-b756-cb8e75b41921,6573282923026353,27.59,2025-06-14 22:33:03.631732+00:00,8b829761-bd33-4639-9e0e-65d4fc352f40,Williamston,0
879cb00b-cd2b-4480-9b80-f30b22a1f5f2,1b6dd5a5-8af0-4db7-a294-a12c2184ae76,4297210048806045,57.53,2025-06-14 22:33:53.631732+00:00,97b35d42-57a5-436a-9672-6d2e9f0e2813,Walterview,0
f162a1a3-f555-45ab-bb77-26a6b3d64f7f,18323fcc-8853-4496-940a-a4071cc05ae6,4873242344049477,70.57,2025-06-14 22:44:26.631732+00:00,d0785e73-699e-45be-a029-f6446e4ed052,Lauraberg,0
45d458a2-2409-4879-b535-00bf6e939765,4956fc77-d054-4056-88bd-10d7bce51a10,6529268469908323,101.53,2025-06-14 22:46:08.631732+00:00,1584b7b8-64d0-4b62-b7f6-2ac1da059c7e,New Carol,0
a8800d27-6367-4a8f-a377-c406b6f2ee7e,09caa585-d00a-478e-8a89-8bccc8b01b23,4453651113053070769,121.6,2025-06-14 22:47:23.631732+00:00,eb2feff7-1cf8-47d4-914a-b2cd341295c8,Stevensfurt,0
3048e278-e369-42c7-a30c-4ce35f015709,18323fcc-8853-4496-940a-a4071cc05ae6,3511744492580740,29.55,2025-06-14 22:47:37.631732+00:00,5e5b465c-c06c-428a-8f77-3d1d17ca5ccb,Lake Erica,1
b18d8457-e6e2-465d-bddf-86783f758f30,18323fcc-8853-4496-940a-a4071cc05ae6,341640182086380,46.72,2025-06-14 22:47:46.631732+00:00,9bb93588-fa55-4f6d-ab84-98880af95bb3,Jonesbury,1
e87e7602-63f7-46a0-b390-bd2945ab26e5,18323fcc-8853-4496-940a-a4071cc05ae6,3557688273562929,38.18,2025-06-14 22:47:55.631732+00:00,97b35d42-57a5-436a-9672-6d2e9f0e2813,Williamschester,1
2a000d39-4029-403b-af76-abae2c3dc7c9,18323fcc-8853-4496-940a-a4071cc05ae6,4335425171424,48.02,2025-06-14 22:48:07.631732+00:00,d0785e73-699e-45be-a029-f6446e4ed052,New Carol,1
b7cdd118-db76-4ff4-bae6-b8140a8153b8,15be8d09-e23e-4054-9244-dc8abaf8339a,213108309683906,24.86,2025-06-14 22:50:24.631732+00:00,fb700621-4836-42af-89a3-15f055ac3ab7,Joyceview,0
c9977af7-d479-4833-b664-1105a317099a,35e79f54-9b06-4454-828b-3fdcbe60868c,4150400303892907,39.0,2025-06-14 22:53:26.631732+00:00,87e95fbe-da84-447f-adb4-07b305f98c0d,Williamschester,0
ce514ff5-8474-4dbc-8826-6a901898158f,6612c012-39d2-4980-a50c-0e4d6f3065e3,180023097718922,129.08,2025-06-14 22:53:39.631732+00:00,385895dd-b4a6-4ab2-bd2b-660b0eaef89c,Port Robertport,0
d924a30f-d749-4f57-9f41-089e61b2c1fe,3a556593-8e7b-4e86-8b61-7690c2e60527,4851977007410412577,123.77,2025-06-14 22:57:47.631732+00:00,917a8924-a14c-4c6b-8185-2fb63091b7ba,Lake Ernestmouth,0
5928f2b3-621a-40a8-9174-c034767b9481,5e2dd47f-cdb9-47c1-980e-a63a6277b36d,38214066724769,37.96,2025-06-14 23:10:45.631732+00:00,a92648d9-d47f-4422-b5a6-9ea67b6d94e7,North Stevenfurt,0
d2193a9d-5ea8-4d5d-9c1e-3c03b559dcf1,636b1f36-0f9e-4726-af07-7d97c777b573,4713985828156795244,61.29,2025-06-14 23:12:50.631732+00:00,87e95fbe-da84-447f-adb4-07b305f98c0d,Port Robertport,0
b6eccfad-73ca-428f-b6b9-c8c777c66184,0abd5289-e03b-49ad-9613-f7d20e09f843,5596723402744144,140.16,2025-06-14 23:13:42.631732+00:00,0a13d123-2478-4c6c-9de5-b1c0bfd7f797,Lake Christopher,0
138edfe2-1d62-4baa-9053-1d766e67884e,2ef40052-5844-4b4a-a35d-e13d741075ae,377446484392071,30.83,2025-06-14 23:18:17.631732+00:00,0a13d123-2478-4c6c-9de5-b1c0bfd7f797,Hendersonland,0
6706e740-228e-4802-a240-3f2d9dd66a7f,51506573-ab63-4651-8553-04d3eb255121,4774279812280069,120.55,2025-06-14 23:18:48.631732+00:00,604489bd-ecba-4221-a903-08279dbbda2d,South Lindsey,0
201ec1b3-df8f-43ce-b940-ee9c76e418ee,930f4a24-7c97-49b9-a9f4-f7dd8c3ba6ef,4235109374935834389,23.08,2025-06-14 23:21:12.631732+00:00,b3e4f4ff-3185-4ca7-8cee-40aaece9006e,Jonesbury,0
46b8d159-c2d2-4e9f-a49a-72c5da7413ce,d5235659-9f79-4dd5-ae9c-46005f752176,4465098675670586,148.42,2025-06-14 23:28:07.631732+00:00,5f5b0873-de59-4155-9d5e-b91854163f01,North Stevenfurt,0
37322941-b09a-47ab-a75e-3780244b48b4,2ef40052-5844-4b4a-a35d-e13d741075ae,4696058817260275,33.14,2025-06-14 23:36:45.631732+00:00,0a7afb20-ed56-465d-9761-982c18f48822,Lake Ernestmouth,0
6404c886-6d52-4e68-9508-59ffb20045c0,6f3c8de9-7e9c-4028-9106-79ef1d0e8a21,4076759891438618,41.3,2025-06-14 23:41:24.631732+00:00,5f5b0873-de59-4155-9d5e-b91854163f01,Johnhaven,0
8911b0ba-01aa-494a-8791-8a8735a302f8,e31d3907-b9cb-4d7b-a007-1bd249c0b149,574218583510,43.66,2025-06-14 23:43:43.631732+00:00,3e3b0744-bda0-42b5-80b9-56d54dc2d1db,Phillipsview,0
18cd4673-8d9a-4605-a18b-b95454638a5f,a65fde7b-17a1-4f3c-ac71-ffa955591a6b,3591623907857187,71.61,2025-06-14 23:50:43.631732+00:00,c9c14121-900c-4ada-8628-b327b6d85211,Joyceview,0
766bd41e-3664-4ea8-a145-0e77ca5cc91b,7263fe10-0e91-4069-9791-535d020247eb,3534945543855634,129.61,2025-06-14 23:52:01.631732+00:00,d7bb4ab2-b82f-401f-bd3c-8df880a1913b,North Stevenfurt,0
9dd1c661-a490-4d7e-8bfb-69c18130b835,ab019341-5d3b-4ae2-b785-840e83babc57,3578930922370766,139.39,2025-06-14 23:53:53.631732+00:00,b7246080-1c08-4697-a68f-c183f8195ecb,West Kathleenchester,0
c7025dea-9c86-452c-9de3-8ca0366b00f9,e4e1d2ac-f717-4310-a454-5081fd9df226,213192985188638,62.22,2025-06-14 23:54:52.631732+00:00,e990e485-2edf-4fcc-9f5d-6ce6f17ab7a2,Bradleymouth,0
dd516512-b229-45fd-99d8-3e675115ef03,6612c012-39d2-4980-a50c-0e4d6f3065e3,4298610937673274,74.71,2025-06-14 23:57:28.631732+00:00,fbdae2da-f6e7-45ec-8805-0695a78021c8,Lauraberg,0
abc9b5b0-d22c-4536-9d47-87f253f81440,78e725c2-0fcc-436e-a08c-f402928cbd19,6561224069743601,51.77,2025-06-15 00:00:08.631732+00:00,84b7351c-c0fe-4778-95ac-a45631b2d901,New Robert,0
86dcb984-c842-4687-a303-4def24e0669a,b8560e1a-7a27-4de6-b457-67c224c7f14d,6011075283717151,57.3,2025-06-15 00:06:05.631732+00:00,44968f70-0094-4481-bab3-376669e1e9e6,East Ashleyborough,0
da2886a3-e8b3-450f-aa19-ec3cf684aa64,6073c306-f16c-4f3b-a1fd-12f74c68a18e,3514724799137318,126.04,2025-06-15 00:06:26.631732+00:00,c9c14121-900c-4ada-8628-b327b6d85211,Lake Christopher,0
31f1bd50-2b45-414a-a5b0-1ef96a81dc2a,8380ef4c-42de-437d-977a-752abe8249bf,6011818350919006,74.8,2025-06-15 00:13:23.631732+00:00,795a34ca-334d-4313-b493-3f78c78a0757,South Adriennefurt,0
44def24b-f056-49c0-8f04-5938e0be68ee,1c302074-91af-4740-b9ac-3458827471cd,38120452803044,103.8,2025-06-15 00:13:45.631732+00:00,3e3b0744-bda0-42b5-80b9-56d54dc2d1db,Lake Christopher,0
bf53d527-f7bf-479c-8bc4-7a391d4af518,f9ef5b4d-4203-4106-8fd9-c50c48c31666,180089378860253,122.5,2025-06-15 00:13:53.631732+00:00,e652161f-356d-4f83-b93b-eb900a2db177,Joyceview,0
9936f298-1547-436d-b006-f64e7a77064d,411a8fc7-6af9-4036-86ed-494e55021a38,3534510461535038,110.23,2025-06-15 00:17:25.631732+00:00,1f54f9ec-6ccf-44a4-96ad-749ed6df5a6a,Williamschester,0
25223f1a-42f6-42ac-a347-96d770bdc9e9,887f5175-6289-4954-9370-82cfc9f263f5,6527957975809775,33.81,2025-06-15 00:21:15.631732+00:00,eb2feff7-1cf8-47d4-914a-b2cd341295c8,West Kathleenchester,0
54bb3164-eea7-4b54-91d0-c9c468a6236b,d5303241-21c1-4a92-ae80-a2b86b590e10,3533403603898897,85.8,2025-06-15 00:23:00.631732+00:00,73408890-aab2-44b3-9bb4-eb9312cf89cb,West Kathleenchester,0
881cd884-4d2f-425b-abe2-2190ec1cd38f,4a19d0f1-8ce2-4ad2-ad63-594012a05db5,6011559589503506,17.56,2025-06-15 00:33:43.631732+00:00,ec1b19df-2b10-46c9-8e7d-bd446358d584,East Christopherview,0
8278d87b-d7cb-4bd1-8246-e13666bd4c37,d4ef115c-f6dd-4d2c-90e3-1735ec5f5c14,349528971972229,55.82,2025-06-15 00:46:03.631732+00:00,65327f5e-57cf-40be-a928-55a42f40dc18,West Kathleenchester,0
67b0ccf8-c897-4951-8f2b-7ca35f04f3b5,b8aefae9-7514-482a-b756-cb8e75b41921,639067975594,5.61,2025-06-15 00:49:08.631732+00:00,9bb93588-fa55-4f6d-ab84-98880af95bb3,Phillipsview,0
d4b8d683-94e8-4c31-b266-f3fb3ead83f7,14bb9827-d042-4793-90a3-84a2fb480cc0,30197335969760,34.96,2025-06-15 00:55:56.631732+00:00,1584b7b8-64d0-4b62-b7f6-2ac1da059c7e,Jonesbury,0
709cd5c0-ec7c-4b43-8b48-7fc019b59d15,2bf2ea35-6411-41d1-8ae7-5763253ce84d,3591348561512676,69.24,2025-06-15 00:56:44.631732+00:00,6608ab43-f3fa-472e-a223-d66bfe7f0c33,East Ashleyborough,0
487eb709-bbaf-479a-bf2b-af5640f1e84d,6b893857-08bc-4752-be7d-7d6497e31013,4193414490048453,105.65,2025-06-15 00:58:57.631732+00:00,65327f5e-57cf-40be-a928-55a42f40dc18,South Adriennefurt,0
cc4788de-df93-47ad-92fd-443e769a5cae,2bf2ea35-6411-41d1-8ae7-5763253ce84d,38258344587639,63.41,2025-06-15 00:59:50.631732+00:00,5f5b0873-de59-4155-9d5e-b91854163f01,South Adriennefurt,0
94feb8ef-ed8e-4484-9bfd-46d4ac3f2a7c,2c84c758-7c7f-4b68-a463-5b297c27a169,4255941757801732,46.37,2025-06-15 01:04:48.631732+00:00,65327f5e-57cf-40be-a928-55a42f40dc18,Phillipsview,0
8a7fe28b-811f-44cc-b93a-7d067c5b837d,d14fa415-1878-4f0c-9cd2-a45591f05622,573520327459,102.33,2025-06-15 01:07:57.631732+00:00,d7bb4ab2-b82f-401f-bd3c-8df880a1913b,Smithville,0
9f78f128-216f-416d-9699-19eda113ded9,2c84c758-7c7f-4b68-a463-5b297c27a169,213102249677193,144.15,2025-06-15 01:09:30.631732+00:00,e990e485-2edf-4fcc-9f5d-6ce6f17ab7a2,East Ashleyborough,0
6f4ff218-a7ac-4ea6-baa1-1ccc8bfedda7,41f95a2c-0b5f-4a5e-b4f5-ce7a1a9e74bf,4508791977720997,88.05,2025-06-15 01:18:59.631732+00:00,87e95fbe-da84-447f-adb4-07b305f98c0d,East Ashleyborough,0
51ff35cf-a562-48db-926f-49f4d4f91392,509d4201-039f-4bec-b862-45eb0a30e189,4844854593661848,123.49,2025-06-15 01:24:15.631732+00:00,fbdae2da-f6e7-45ec-8805-0695a78021c8,East Ashleyborough,0
ec7e8395-f064-4899-9939-37d1e5fc83f6,f2d9d3d6-ad1c-4623-a999-32f81588dc3e,30398470573066,28.1,2025-06-15 01:27:31.631732+00:00,2244e183-9ff6-4efa-990a-8dd2c99312c9,Stevensfurt,0
28a9522f-3d1c-48b1-8fc3-d8bff79cda30,91fc669c-7095-4c4d-8317-a90949e457a7,3521648331284828,7.23,2025-06-15 01:28:30.631732+00:00,795a34ca-334d-4313-b493-3f78c78a0757,Smithville,0
ab7bd1ef-647e-4458-bbf1-b5cbeac71f6d,879ce01f-b833-4fc9-9900-898d95c0bf08,4224100636577447,15.98,2025-06-15 01:31:41.631732+00:00,c99ef4dd-83e4-46ca-824c-0c60fbfcd290,Lake Christopher,0
09b38c34-dc82-4be4-aaee-0b08eab0927b,da0c44e9-db1c-4a99-9fef-2d6c405f9fc9,3541266210184765,31.99,2025-06-15 01:50:07.631732+00:00,6608ab43-f3fa-472e-a223-d66bfe7f0c33,Johnhaven,0
4f04c728-9d20-4dd6-9ee5-393dc5a27297,fdecf793-0f11-48b7-9ac2-b5b5f9f74995,575296256291,27.98,2025-06-15 01:54:25.631732+00:00,b7246080-1c08-4697-a68f-c183f8195ecb,East Ashleyborough,0
a43b9bc4-2624-49de-932d-c5a5071cd6f0,6f3c8de9-7e9c-4028-9106-79ef1d0e8a21,4978704438582,119.98,2025-06-15 01:55:07.631732+00:00,385895dd-b4a6-4ab2-bd2b-660b0eaef89c,Port Robertport,0
11c0b8e2-8a5e-4b5f-b17a-f5e5ab654a36,d2c7557d-7bba-446f-ac0f-27b6c23e1178,340884196761007,84.81,2025-06-15 01:59:42.631732+00:00,16421dbb-9398-4f2b-b5f7-ef4bcfe1fe30,Walterview,0
9adcef97-c9e0-47c1-ab88-fa2621ccd37f,5b727db0-3fa8-4a08-a443-fc26fde06287,4603250849785385,76.18,2025-06-15 02:06:31.631732+00:00,5f5b0873-de59-4155-9d5e-b91854163f01,Nicolefurt,0
e0513780-548f-4f56-a20b-e2dd2a06462c,494b5006-8167-4f5f-a13d-13edf681f7a0,3575405955386651,104.82,2025-06-15 02:09:21.631732+00:00,7b9ba72a-3390-4542-b0ee-a49e22a67f6d,North Stevenfurt,0
1776f0cb-0b4b-4eb4-9794-0f0feeca33c8,9973ea8a-e380-402d-bc57-3e8eb1f92f20,4716941007793062,71.75,2025-06-15 02:13:32.631732+00:00,72af7acc-01e8-4176-80cf-177808da3314,Port Robertport,0
3a536ce8-a7ef-4590-8776-8fc56e300fd1,18323fcc-8853-4496-940a-a4071cc05ae6,30575246123710,48.28,2025-06-15 02:14:03.631732+00:00,b7246080-1c08-4697-a68f-c183f8195ecb,South Adriennefurt,0
1bbfbd78-78a6-411c-bd77-ddd4d4c3d17f,abbc62c5-dc14-47c2-8eb0-3c0b9250c8e5,6011099763491350,73.0,2025-06-15 02:14:08.631732+00:00,795a34ca-334d-4313-b493-3f78c78a0757,Nicolefurt,0
26e7d432-7625-4a3c-b7f4-25ee393ce6a8,9b143003-a4fe-40b1-809f-6155392df5cc,3500073609241035,97.96,2025-06-15 02:25:42.631732+00:00,ba3456ab-a099-4658-a7f9-262df6c392c5,West Kathleenchester,0
c70ae5e5-0058-45cf-8655-58fe2fda3436,8714e51e-2390-43cd-83a9-b23e3c845a41,4533363616344305115,42.62,2025-06-15 02:26:29.631732+00:00,c99ef4dd-83e4-46ca-824c-0c60fbfcd290,Lake Christopher,0
1ac36087-bfee-4879-a3dd-bf7228532718,d99706f5-5b0c-4f60-b080-354dc82213ef,4546547732907,68.59,2025-06-15 02:26:55.631732+00:00,72af7acc-01e8-4176-80cf-177808da3314,Johnhaven,0
ef679a5b-88e6-4f73-8d7c-7eef6aa639f1,1b6dd5a5-8af0-4db7-a294-a12c2184ae76,4838379185316,33.11,2025-06-15 02:39:03.631732+00:00,65327f5e-57cf-40be-a928-55a42f40dc18,East Ashleyborough,0
68d6d340-f2d0-4f81-9a7a-2438fea4b012,8aba790f-5ef7-471c-94c4-ae30876d0c13,4055466888112,35.49,2025-06-15 02:41:30.631732+00:00,143ccf8e-9965-4850-86bb-55642a436b6b,Lake Erica,0
c189c61c-f179-4bb0-b625-ba115a3fadc6,46f0fe88-2bf7-4e70-8e27-1c22878bb873,4178473175271,126.24,2025-06-15 02:49:08.631732+00:00,cc5ef808-1fa7-433b-ae39-4d2d84c7dda2,Lake Erica,0
d747b346-dec6-4f9b-8040-5644f81cfb54,fdecf793-0f11-48b7-9ac2-b5b5f9f74995,2280135390034644,134.58,2025-06-15 02:56:09.631732+00:00,9bb93588-fa55-4f6d-ab84-98880af95bb3,Joyceview,0
5881d884-665f-4a2e-a28f-6cbd9fba6832,e4e1d2ac-f717-4310-a454-5081fd9df226,4251847722591572137,54.33,2025-06-15 02:59:22.631732+00:00,3e3b0744-bda0-42b5-80b9-56d54dc2d1db,Bradleymouth,0
1e9fd782-5adb-4dba-a604-1c3a2c81617f,8df26aa3-b1a3-4d4d-a9ec-d58b0791cdf6,4567400467866173,64.49,2025-06-15 03:07:04.631732+00:00,c99ef4dd-83e4-46ca-824c-0c60fbfcd290,Johnhaven,0
bf1b9d98-7f3a-49cf-86bd-c81851b1d3c8,ecc8b382-275b-4c48-a84b-eee546b495fb,6566051895668594,83.57,2025-06-15 03:22:34.631732+00:00,fb700621-4836-42af-89a3-15f055ac3ab7,Joyceview,0
f9fdab38-206b-4cff-8362-448db9cb3846,cdf2adc5-ac4f-466e-942b-140d9a39f9aa,30029102505917,130.58,2025-06-15 03:22:50.631732+00:00,2244e183-9ff6-4efa-990a-8dd2c99312c9,Walterview,0
1e53ac2e-7f81-4541-800c-a5a02675b518,e4e1d2ac-f717-4310-a454-5081fd9df226,4882914378861,98.67,2025-06-15 03:26:52.631732+00:00,7b9ba72a-3390-4542-b0ee-a49e22a67f6d,Johnhaven,0
f8ebbb47-5a1e-49a6-bef6-a23d531dbcaa,d3afb6a0-c453-4628-bdd9-7a7834fa1003,3504758840008237,147.56,2025-06-15 03:28:26.631732+00:00,84b7351c-c0fe-4778-95ac-a45631b2d901,New Robert,0
ad784d03-fd93-4fd8-a491-b05153bebc14,214f7eb7-34dc-4dc2-a491-aafb8f3a00e3,501853256003,141.22,2025-06-15 03:30:16.631732+00:00,5f5b0873-de59-4155-9d5e-b91854163f01,Phillipsview,0
e6764593-3d74-4186-a417-16f4f1f02789,0c4b4d12-3143-49b4-8903-e44ab5add2e4,6011767939049662,19.88,2025-06-15 03:38:31.631732+00:00,cc5ef808-1fa7-433b-ae39-4d2d84c7dda2,Port Robertport,0
